0,0.086415,0.308574,0.175106,0.284137,0.590367,0.590379,0.713590,0.615078,0.407631,0.377559,0.476225,0.809672,0.727961
1,0.063067,0.634000,0.582033,0.610403,0.637961,0.639828,0.542683,0.432591,0.054364,0.412267,0.463108,0.530458,0.682663
2,0.013231,0.830940,0.829038,0.685767,0.970885,0.317997,0.265928,0.281194,0.527524,0.806420,0.716442,0.704978,0.711342
3,0.033108,0.124396,0.327683,0.824657,0.472793,0.690514,0.254198,0.358958,0.571746,0.370857,0.269490,0.889964,0.265488
4,0.031033,0.597178,0.296950,0.073292,0.371020,0.649717,0.930815,0.765018,0.847207,0.603573,0.621670,0.723177,0.797162
5,0.037844,0.347788,0.228117,0.285816,0.298172,0.389351,0.851955,0.748928,0.361339,0.278978,0.241540,0.423131,0.529194
6,0.019890,0.595528,0.437818,0.440646,0.540875,0.552237,0.417493,0.327098,0.163068,0.328584,0.259480,0.693974,0.889856
7,0.034115,0.900221,0.935934,0.892546,0.651188,0.652378,0.763706,0.530790,0.698015,0.345520,0.569824,0.618513,0.903629
8,0.031350,0.191464,0.270809,0.322583,0.491062,0.692340,0.678708,0.619539,0.555734,0.650083,0.764541,0.788967,0.537188
9,0.030034,0.693316,0.946335,0.767170,0.503506,0.471367,0.341237,0.754976,0.731894,0.538252,0.436531,0.223645,0.407599
10,0.036069,0.469661,0.568495,0.756830,0.972115,0.853657,0.724210,0.659485,0.725907,0.805106,0.872494,0.628982,0.526826
11,0.085710,0.499353,0.565446,0.604857,0.427738,0.279256,0.213331,0.205958,0.278998,0.598468,0.844188,0.737308,0.516037
12,0.021194,0.448160,0.475115,0.410393,0.411112,0.423414,0.606100,0.580787,0.436927,0.432359,0.510178,0.691859,0.614047
13,0.064134,0.786739,0.635268,0.683815,0.818224,0.365978,0.272719,0.303813,0.348430,0.350684,0.387209,0.594937,0.400995
14,0.053038,0.230205,0.266343,0.746273,0.598556,0.251077,0.203157,0.240538,0.841004,0.391987,0.408138,0.708723,0.284681
15,0.094677,0.198793,0.245246,0.689703,0.208759,0.159540,0.179361,0.346177,0.777440,0.333405,0.337063,0.702174,0.242013
16,0.043783,0.130467,0.066131,0.250640,0.414618,0.834698,0.852593,0.567093,0.650192,0.535727,0.366599,0.320022,0.342455
17,0.032177,0.285432,0.724330,0.586739,0.717648,0.408329,0.423145,0.245488,0.409665,0.867376,0.504469,0.508576,0.323599
18,0.055160,0.785162,0.743322,0.686774,0.623547,0.300086,0.566245,0.612291,0.657283,0.712385,0.759769,0.785369,0.798934
19,0.030204,0.770021,0.975188,0.748061,0.365411,0.364993,0.524551,0.417202,0.645534,0.306561,0.212990,0.259465,0.424895
20,0.023003,0.511586,0.427115,0.691371,0.527721,0.491403,0.637049,0.986358,0.582039,0.305637,0.220248,0.225073,0.445578
21,0.043172,0.523032,0.243015,0.202655,0.327771,0.995659,0.259372,0.187020,0.221461,0.548052,0.300479,0.359552,0.761615
22,0.047333,0.736255,0.646354,0.774272,0.872680,0.471300,0.268390,0.505914,0.535155,0.637079,0.746300,0.779908,0.816249
23,0.018885,0.228171,0.269916,0.494888,0.823289,0.635566,0.424536,0.366218,0.430100,0.615050,0.739546,0.466654,0.266319
24,0.020817,0.511598,0.807688,0.970935,0.716775,0.478355,0.535927,0.362581,0.325222,0.573411,0.741527,0.698016,0.335090
25,0.044979,0.588975,0.464695,0.354679,0.325345,0.393684,0.477077,0.556628,0.481175,0.403102,0.167139,0.455097,0.548545
26,0.016192,0.641516,0.930623,0.741521,0.448769,0.424738,0.522576,0.791547,0.854787,0.487824,0.298529,0.260436,0.333164
27,0.020740,0.586008,0.512810,0.504008,0.509806,0.523975,0.405303,0.331260,0.300985,0.358631,0.645964,0.880158,0.782896
28,0.090522,0.749919,0.577909,0.371722,0.344827,0.438223,0.559379,0.666924,0.534264,0.189763,0.388417,0.493160,0.631089
29,0.025516,0.239843,0.178028,0.185605,0.279370,0.570832,0.813978,0.585041,0.441897,0.459766,0.673568,0.822534,0.501358
30,0.082990,0.194087,0.239661,0.674542,0.448827,0.491599,0.991613,0.469579,0.399973,0.381193,0.567309,0.545432,0.232600
31,0.076125,0.406221,0.463558,0.599038,0.697349,0.530649,0.317500,0.264966,0.303816,0.524891,0.743639,0.665233,0.483818
32,0.035062,0.748510,0.329385,0.249355,0.262258,0.395614,0.718624,0.630508,0.318734,0.240490,0.252515,0.382989,0.948521
33,0.022703,0.504852,0.720519,0.545818,0.691336,0.533124,0.497266,0.425865,0.809961,0.636667,0.630932,0.371025,0.397305
34,0.026354,0.166774,0.218235,0.298685,0.816570,0.652331,0.544557,0.516234,0.795674,0.714256,0.661580,0.970351,0.106822
35,0.052945,0.681293,0.926172,0.424412,0.392258,0.721433,0.656551,0.749912,0.369823,0.223426,0.285656,0.253716,0.744115
36,0.023810,0.998748,0.496900,0.580525,0.936583,0.689837,0.373151,0.309805,0.268175,0.807445,0.880889,0.734578,0.819538
37,0.022957,0.520148,0.760124,0.591288,0.603731,0.642614,0.729771,0.786573,0.595836,0.832887,0.488450,0.504314,0.715651
38,0.044628,0.847243,0.218761,0.128866,0.143243,0.295505,0.287380,0.331709,0.691303,0.469431,0.532649,0.311485,0.391329
39,0.026380,0.165164,0.390364,0.508592,0.653780,0.756560,0.640928,0.444634,0.475401,0.558783,0.639044,0.661115,0.536239
40,0.043222,0.913158,0.283095,0.233111,0.191264,0.230170,0.722833,0.392850,0.682046,0.453510,0.453865,0.339751,0.331480
