1250
78851.484020
0.000000,0.000000,0.000000,0.320000,0.000000
0.000000,0.000000,0.000000,0.480000,0.000000
0.000000,0.000000,0.000000,0.640000,0.000000
0.000000,0.000000,0.000000,0.880000,0.000000
0.000000,0.000000,0.000000,1.520000,0.000000
0.000000,0.000000,0.000000,2.080000,0.000000
0.000000,0.000000,0.000000,2.480000,0.000000
0.000000,0.000000,0.000000,3.280000,0.000000
0.000000,0.000000,0.000000,3.920000,0.000000
0.000000,0.000000,0.000000,4.800000,0.000000
0.000000,0.000000,0.000000,5.280000,0.000000
0.000000,0.000000,0.000000,6.960000,0.000000
0.000000,0.000000,0.000000,7.840000,0.000000
0.000000,0.000000,0.000000,9.040000,0.000000
0.000000,0.000000,0.000000,10.320000,0.000000
0.000000,0.000000,0.000000,11.600000,0.000000
0.000000,0.000000,0.000000,13.840000,0.000000
0.000000,0.000000,0.000000,15.760000,0.000000
0.000000,0.000000,0.000000,17.760000,0.000000
0.000000,0.000000,0.000000,19.760000,0.000000
0.000000,0.000000,0.000000,21.520000,0.000000
0.000000,0.000000,0.000000,23.440000,0.000000
0.000000,0.000000,0.000000,24.880000,0.000000
0.000000,0.000000,0.000000,26.560000,0.000000
0.000000,0.000000,0.000000,27.920000,0.000000
0.000000,0.000000,0.000000,30.640000,0.000000
0.000000,0.000000,0.000000,32.320000,0.000000
0.000000,0.000000,0.000000,34.640000,0.000000
0.000000,0.000000,0.000000,37.600000,0.000000
0.000000,0.000000,0.000000,39.440000,0.000000
0.000000,0.000000,0.000000,41.840000,0.000000
0.000000,0.000000,0.000000,43.920000,0.000000
0.000000,0.000000,0.000000,45.760000,0.000000
0.000000,0.000000,0.000000,47.040000,0.000000
0.000000,0.000000,0.000000,48.640000,0.000000
0.000000,0.000000,0.000000,50.640000,0.000000
0.000000,0.000000,0.000000,52.960000,0.000000
0.000000,0.000000,0.000000,55.280000,0.000000
0.000000,0.000000,0.000000,57.520000,0.082372
0.000000,0.000000,0.000000,59.120000,0.082372
0.000000,0.000000,0.000000,60.640000,0.082372
0.000000,0.000000,0.000000,62.640000,0.082372
0.000000,0.000000,0.000000,65.280000,0.082372
0.000000,0.000000,0.000000,66.880000,0.164745
9.040000,0.080000,0.000000,68.880000,0.247117
16.000000,0.080000,0.000000,70.400000,0.329489
24.640000,0.080000,0.000000,72.400000,0.329489
31.440000,0.160000,0.000000,74.240000,0.329489
42.640000,0.160000,0.000000,75.600000,0.329489
50.880000,0.320000,0.000000,77.600000,0.411862
58.960000,0.320000,0.000000,79.920000,0.576606
65.840000,0.560000,0.000000,81.120000,0.658979
73.280000,0.720000,0.000000,83.760000,0.741351
80.240000,1.120000,0.000000,85.920000,0.906096
86.320000,1.200000,0.000000,87.760000,1.070840
89.920000,1.440000,0.000000,89.920000,1.153213
93.120000,2.080000,0.000000,91.040000,1.482702
95.360000,2.560000,0.000000,92.800000,1.729819
97.120000,2.960000,0.000000,93.760000,1.976936
98.080000,3.440000,0.000000,95.040000,2.224053
98.800000,3.920000,0.000000,95.600000,2.306425
99.360000,4.720000,0.000000,96.720000,2.388797
99.440000,5.440000,0.000000,97.520000,2.800659
99.440000,5.920000,0.000000,97.760000,3.130148
99.440000,7.280000,0.000000,98.240000,3.459638
99.680000,8.320000,0.000000,98.640000,4.036244
99.920000,8.960000,0.000000,98.720000,4.777595
99.920000,10.080000,0.000000,99.040000,5.436573
100.000000,11.600000,0.000000,99.280000,6.013180
100.000000,12.880000,0.000000,99.520000,6.919275
100.000000,14.160000,0.000000,99.680000,7.331137
100.000000,16.080000,0.000000,99.840000,7.907743
100.000000,18.160000,0.000000,99.920000,8.566722
100.000000,20.160000,0.000000,99.920000,8.978583
100.000000,21.680000,0.000000,100.000000,9.555189
100.000000,22.960000,0.000000,100.000000,9.967051
100.000000,25.040000,0.000000,100.000000,11.285008
100.000000,26.960000,0.000000,100.000000,12.273476
100.000000,29.280000,0.000000,100.000000,14.250412
100.000000,32.560000,0.000000,100.000000,15.733114
100.000000,35.120000,0.000000,100.000000,17.051071
100.000000,38.000000,0.000000,100.000000,18.780890
100.000000,40.960000,0.081500,100.000000,20.181219
100.000000,44.720000,0.081500,100.000000,21.581549
100.000000,48.240000,0.244499,100.000000,23.064250
100.000000,52.240000,0.325998,100.000000,25.535420
100.000000,57.520000,0.570497,100.000000,27.347611
100.000000,62.560000,0.896496,100.000000,29.571664
100.000000,68.000000,1.711491,100.000000,31.960461
100.000000,73.680000,2.526487,100.000000,35.667216
100.000000,78.640000,3.993480,100.000000,39.621087
100.000000,82.880000,5.704971,100.000000,43.492586
100.000000,87.200000,8.231459,100.000000,47.034596
100.000000,91.360000,10.920945,100.000000,51.647446
100.000000,94.560000,15.810921,100.000000,57.495881
100.000000,97.280000,23.145884,100.000000,64.003295
100.000000,98.720000,32.844336,100.000000,71.087315
100.000000,99.920000,47.758761,100.000000,78.171334
100.000000,100.000000,68.052160,100.000000,84.431631
100.000000,100.000000,100.000000,100.000000,100.000000
