0,0.028827,0.684506,0.707197,0.252354,0.250190,0.941835,0.737810,0.464605,0.356443,0.567328,0.715027,0.438696,0.461074
1,0.220374,0.470101,0.721656,0.684449,0.557696,0.457567,0.509849,0.744015,0.884282,0.633288,0.332803,0.271064,0.301897
2,0.049963,0.557514,0.716603,0.965541,0.820222,0.503512,0.398961,0.432305,0.547443,0.580280,0.545447,0.504085,0.507636
3,0.033920,0.531835,0.543740,0.221608,0.594737,0.658871,0.656178,0.629096,0.596573,0.608411,0.628887,0.611540,0.563934
4,0.016003,0.610906,0.470488,0.495054,0.645054,0.799728,0.661391,0.413596,0.204837,0.334171,0.482896,0.718008,0.701877
5,0.019022,0.333923,0.534475,0.761304,0.479155,0.233332,0.186777,0.208134,0.336500,0.674606,0.599153,0.372530,0.301209
6,0.018003,0.434339,0.317730,0.585699,0.669790,0.829125,0.589220,0.959166,0.490351,0.495691,0.664224,0.843830,0.662994
7,0.014789,0.594405,0.641768,0.781291,0.836152,0.644442,0.427056,0.336730,0.144436,0.464888,0.607266,0.610568,0.604247
8,0.018225,0.655737,0.519815,0.448843,0.098515,0.509436,0.495658,0.588824,0.264202,0.661855,0.574176,0.478839,0.520865
9,0.024640,0.314598,0.553559,0.721727,0.597907,0.462710,0.474855,0.683148,0.936541,0.636678,0.300124,0.220233,0.226419
10,0.018389,0.737706,0.293956,0.458475,0.392508,0.340719,0.754587,0.469104,0.653033,0.369627,0.370047,0.262998,0.352855
11,0.018006,0.830356,0.637704,0.489090,0.353234,0.466798,0.391027,0.590969,0.449747,0.607293,0.577206,0.650338,0.750042
12,0.057645,0.898135,0.526809,0.558800,0.345956,0.343163,0.595945,0.327403,0.258298,0.272598,0.526727,0.312035,0.336963
13,0.036630,0.693041,0.518461,0.757660,0.609681,0.348159,0.466765,0.675268,0.833945,0.784248,0.360119,0.358471,0.618837
14,0.029132,0.454117,0.417942,0.659668,0.582253,0.765454,0.395555,0.394395,0.715815,0.821643,0.554395,0.581076,0.850520
15,0.012621,0.881331,0.728656,0.533867,0.434959,0.393460,0.662956,0.843306,0.726617,0.651930,0.529455,0.545929,0.772714
16,0.029038,0.490981,0.806691,0.178965,0.122451,0.235083,0.510121,0.830672,0.621712,0.931327,0.579575,0.507785,0.364494
17,0.014656,0.644491,0.703193,0.755964,0.836380,0.642554,0.389686,0.467997,0.404073,0.452687,0.594254,0.525634,0.701600
18,0.035636,0.084882,0.118797,0.882401,0.210827,0.133597,0.139193,0.795886,0.171958,0.183853,0.537271,0.153500,0.094008
19,0.021595,0.784183,0.529140,0.215228,0.267205,0.356845,0.366933,0.370901,0.619162,0.667804,0.959105,0.731101,0.689939
20,0.062465,0.745904,0.509994,0.609858,0.402117,0.814450,0.651365,0.611709,0.390025,0.409386,0.813760,0.683251,0.638297
21,0.028569,0.916821,0.224764,0.246808,0.236279,0.296814,0.890665,0.606444,0.455561,0.539950,0.671930,0.459678,0.448517
22,0.013450,0.731609,0.687336,0.792562,0.851503,0.557750,0.524661,0.788435,0.627142,0.739209,0.869703,0.625504,0.517748
23,0.040777,0.994572,0.344428,0.307725,0.317816,0.645202,0.271147,0.400916,0.948038,0.993835,0.508868,0.411336,0.536889
24,0.019459,0.315953,0.444514,0.719286,0.616391,0.498837,0.427747,0.497822,0.811744,0.961889,0.589716,0.327683,0.278273
