0,0.041253,0.499347,0.786968,0.717424,0.495928,0.541043,0.644027,0.600936,0.915297,0.726863,0.127435,0.081817,0.284552
1,0.051423,0.403698,0.406456,0.480655,0.941728,0.752019,0.613339,0.679062,0.905198,0.746050,0.387331,0.400058,0.749270
2,0.017828,0.508060,0.416703,0.477326,0.404187,0.130473,0.525403,0.529122,0.599082,0.985806,0.749010,0.560215,0.610181
3,0.063205,0.584738,0.701550,0.789317,0.556679,0.376381,0.320986,0.140668,0.363063,0.583633,0.843546,0.664258,0.505597
4,0.052474,0.016114,0.247000,0.285141,0.540832,0.600528,0.271072,0.140591,0.323675,0.594258,0.886895,0.274024,0.062718
5,0.029851,0.168545,0.172438,0.207394,0.286246,0.362628,0.475390,0.664977,0.874747,0.917483,0.657585,0.321227,0.169080
6,0.022135,0.734916,0.637187,0.442572,0.659854,0.233362,0.275355,0.446617,0.375951,0.359985,0.872148,0.455323,0.489685
7,0.079807,0.442712,0.177492,0.104235,0.294099,0.345752,0.384833,0.613262,0.895500,0.649674,0.659032,0.625999,0.675751
8,0.018299,0.399744,0.407805,0.950998,0.429019,0.390743,0.405577,0.850667,0.310372,0.285982,0.492205,0.842229,0.473017
9,0.085930,0.196396,0.381573,0.330651,0.270352,0.291572,0.418090,0.547733,0.550046,0.550404,0.419774,0.381153,0.265891
10,0.015977,0.508643,0.476546,0.854427,0.520835,0.461296,0.735263,0.509423,0.527103,0.755190,0.562428,0.420367,0.395145
11,0.082756,0.921331,0.730802,0.494073,0.343984,0.333636,0.449518,0.723272,0.959207,0.771403,0.538992,0.523596,0.698500
12,0.040854,0.446379,0.282980,0.448935,0.715070,0.842408,0.782739,0.689620,0.600752,0.443212,0.446696,0.506849,0.494644
13,0.018846,0.242866,0.287585,0.557221,0.829127,0.692685,0.527296,0.522041,0.713437,0.899521,0.632224,0.349636,0.245457
14,0.030432,0.165069,0.000219,0.245532,0.374315,0.694931,0.584545,0.442009,0.245243,0.424106,0.612669,0.789906,0.485323
15,0.018883,0.446737,0.569476,0.691446,0.605410,0.468866,0.402888,0.464749,0.585987,0.674417,0.551951,0.446029,0.382435
16,0.025851,0.470308,0.973487,0.864245,0.452842,0.336067,0.356043,0.509130,0.795125,0.673140,0.426336,0.321889,0.335745
17,0.042254,0.627658,0.553459,0.392112,0.069503,0.435366,0.709982,0.781777,0.298418,0.012329,0.159415,0.199718,0.383673
18,0.023794,0.622962,0.455180,0.428280,0.739834,0.736016,0.304005,0.224351,0.532668,0.836756,0.693906,0.813681,0.696820
19,0.029483,0.503677,0.479690,0.908444,0.215131,0.164249,0.139683,0.112614,0.131168,0.455428,0.613053,0.733573,0.601947
20,0.019928,0.474302,0.936512,0.964353,0.864107,0.751415,0.520227,0.456578,0.549643,0.449379,0.605178,0.580326,0.663435
21,0.019743,0.522739,0.783260,0.901816,0.607092,0.374102,0.286711,0.303613,0.382002,0.553307,0.739143,0.626420,0.494683
22,0.024906,0.721625,0.539892,0.750420,0.852798,0.820734,0.751201,0.950865,0.719373,0.756304,0.459793,0.348956,0.614640
23,0.125445,0.445850,0.377255,0.535635,0.258822,0.229683,0.312641,0.409264,0.756416,0.166519,0.119488,0.145525,0.840735
24,0.051017,0.626916,0.819130,0.602542,0.521210,0.560432,0.827024,0.997682,0.745432,0.395396,0.300563,0.277786,0.411948
25,0.021148,0.365275,0.628241,0.526972,0.251286,0.246337,0.291105,0.504481,0.881868,0.408261,0.214989,0.068737,0.209138
26,0.051295,0.557547,0.733491,0.817355,0.763353,0.241468,0.368798,0.220772,0.619412,0.731049,0.705338,0.617840,0.516132
27,0.045627,0.771589,0.914596,0.991777,0.741814,0.529494,0.503318,0.644810,0.748861,0.926944,0.723520,0.610754,0.583191
28,0.015885,0.420802,0.615802,0.457684,0.413327,0.821005,0.917170,0.783597,0.594315,0.482101,0.086398,0.655643,0.699382
29,0.118090,0.997711,0.468300,0.221759,0.218449,0.193972,0.454883,0.357058,0.340466,0.865123,0.331970,0.279921,0.330827
30,0.023489,0.364185,0.303107,0.224367,0.651696,0.699376,0.323529,0.281711,0.267291,0.264648,0.449898,0.744720,0.581552
31,0.019168,0.238074,0.715981,0.406762,0.470768,0.295339,0.154890,0.434947,0.427497,0.825156,0.616054,0.398043,0.104420
